5.653465270996093750e+00,3.708737850189208984e+00
4.092592716217041016e+00,3.432692289352416992e+00
3.732673168182373047e+00,3.922330141067504883e+00
4.960395812988281250e+00,3.184466123580932617e+00
3.203703641891479492e+00,3.461538553237915039e+00
4.460784435272216797e+00,1.980198025703430176e+00
5.009803771972656250e+00,2.732673168182373047e+00
5.683168411254882812e+00,3.475728273391723633e+00
3.598039150238037109e+00,4.445544719696044922e+00
3.519607782363891602e+00,4.722772121429443359e+00
3.732673168182373047e+00,2.155339717864990234e+00
5.792078971862792969e+00,3.708737850189208984e+00
2.455445528030395508e+00,4.388349533081054688e+00
2.009804010391235352e+00,3.524752378463745117e+00
4.962963104248046875e+00,2.230769157409667969e+00
4.627450942993164062e+00,2.287128686904907227e+00
3.725490093231201172e+00,4.693069458007812500e+00
2.235294103622436523e+00,4.128712654113769531e+00
3.683168411254882812e+00,3.640776634216308594e+00
6.205882549285888672e+00,3.960396051406860352e+00
5.787036895751953125e+00,3.278846263885498047e+00
4.245098114013671875e+00,2.346534729003906250e+00
3.549019575119018555e+00,4.306930541992187500e+00
2.450980424880981445e+00,3.940593957901000977e+00
2.148514747619628906e+00,3.805825233459472656e+00
6.027777671813964844e+00,3.663461446762084961e+00
5.509803771972656250e+00,2.980197906494140625e+00
2.372549057006835938e+00,4.801980018615722656e+00
2.637254953384399414e+00,5.237623691558837891e+00
4.147058963775634766e+00,3.475247621536254883e+00
4.333333492279052734e+00,4.554455280303955078e+00
4.166666507720947266e+00,2.148514747619628906e+00
5.388888835906982422e+00,3.115384578704833984e+00
3.568627357482910156e+00,2.346534729003906250e+00
5.607842922210693359e+00,3.930693149566650391e+00
2.227722883224487305e+00,4.524271965026855469e+00
4.588235378265380859e+00,4.792078971862792969e+00
4.313725471496582031e+00,2.297029733657836914e+00
2.663366317749023438e+00,4.679611682891845703e+00
5.294117450714111328e+00,3.386138677597045898e+00
5.089108943939208984e+00,3.398058176040649414e+00
3.485148429870605469e+00,3.242718458175659180e+00
4.222222328186035156e+00,3.980769157409667969e+00
5.962963104248046875e+00,3.221153736114501953e+00
4.583333492279052734e+00,4.365384578704833984e+00
2.613861322402954102e+00,4.077670097351074219e+00
3.764705896377563477e+00,3.069306850433349609e+00
5.362745285034179688e+00,4.000000000000000000e+00
4.931372642517089844e+00,4.099009990692138672e+00
5.000000000000000000e+00,4.398058414459228516e+00
1.990098953247070312e+00,4.213592052459716797e+00
6.490196228027343750e+00,5.029703140258789062e+00
2.500000000000000000e+00,3.663366317749023438e+00
1.247524738311767578e+00,4.475728034973144531e+00
5.584158420562744141e+00,3.834951400756835938e+00
4.037036895751953125e+00,2.067307710647583008e+00
2.764705896377563477e+00,4.217821598052978516e+00
4.303921699523925781e+00,3.257425785064697266e+00
6.254901885986328125e+00,3.970297098159790039e+00
3.801980257034301758e+00,3.038835048675537109e+00
2.049504995346069336e+00,4.106796264648437500e+00
3.898148059844970703e+00,3.942307710647583008e+00
6.059405803680419922e+00,3.728155374526977539e+00
4.475247383117675781e+00,3.126213550567626953e+00
