5.674558162689208984e+00,3.700957775115966797e+00
4.195813655853271484e+00,3.500272274017333984e+00
3.643790483474731445e+00,3.908557653427124023e+00
4.819930076599121094e+00,2.998732805252075195e+00
3.121947765350341797e+00,3.439285039901733398e+00
4.437453269958496094e+00,1.862632036209106445e+00
4.990920543670654297e+00,2.822672128677368164e+00
5.664602756500244141e+00,3.455104351043701172e+00
3.590960264205932617e+00,4.485044956207275391e+00
3.497748136520385742e+00,4.712481975555419922e+00
3.664137840270996094e+00,2.086914777755737305e+00
5.834225654602050781e+00,3.821628093719482422e+00
2.388694763183593750e+00,4.310234546661376953e+00
2.038789272308349609e+00,3.604198217391967773e+00
4.788918495178222656e+00,2.046614646911621094e+00
4.586573600769042969e+00,2.232167243957519531e+00
3.675152063369750977e+00,4.616046905517578125e+00
2.200157403945922852e+00,4.073235034942626953e+00
3.679293632507324219e+00,3.754957675933837891e+00
6.176247596740722656e+00,4.159600734710693359e+00
5.405335903167724609e+00,3.491954088211059570e+00
4.306056976318359375e+00,2.388726711273193359e+00
3.267728567123413086e+00,3.905184507369995117e+00
2.450251817703247070e+00,3.948796510696411133e+00
2.001354455947875977e+00,3.581554412841796875e+00
5.675889968872070312e+00,3.889782190322875977e+00
5.471271038055419922e+00,3.074787855148315430e+00
2.532712459564208984e+00,5.064556598663330078e+00
2.681652307510375977e+00,5.301099300384521484e+00
3.812344551086425781e+00,3.621269226074218750e+00
4.234923839569091797e+00,4.622292995452880859e+00
4.117237567901611328e+00,2.184158325195312500e+00
5.463300228118896484e+00,3.018942594528198242e+00
3.564576148986816406e+00,2.414389610290527344e+00
5.569223403930664062e+00,3.835528373718261719e+00
2.218502759933471680e+00,4.561998367309570312e+00
4.541582107543945312e+00,5.001058101654052734e+00
4.261388778686523438e+00,2.293672800064086914e+00
2.573636054992675781e+00,4.592252731323242188e+00
5.187525749206542969e+00,3.288362741470336914e+00
5.143087387084960938e+00,3.148723602294921875e+00
3.542097091674804688e+00,3.291087627410888672e+00
4.216007232666015625e+00,3.958722829818725586e+00
6.086456298828125000e+00,3.384533166885375977e+00
4.424511909484863281e+00,4.369688987731933594e+00
2.606202125549316406e+00,4.079094886779785156e+00
3.841664314270019531e+00,3.021820068359375000e+00
5.431879997253417969e+00,3.916802167892456055e+00
5.045179367065429688e+00,3.989363670349121094e+00
4.930246353149414062e+00,4.214171409606933594e+00
1.993586301803588867e+00,4.218377590179443359e+00
6.539658069610595703e+00,4.954380035400390625e+00
2.416058301925659180e+00,3.546265363693237305e+00
1.179136753082275391e+00,4.366564750671386719e+00
5.615319728851318359e+00,3.777959108352661133e+00
4.149048328399658203e+00,2.030091047286987305e+00
2.653605222702026367e+00,4.068086624145507812e+00
4.130729675292968750e+00,3.318323612213134766e+00
6.216702938079833984e+00,3.959219455718994141e+00
3.830442905426025391e+00,3.051140308380126953e+00
1.968977212905883789e+00,4.030144691467285156e+00
4.008331775665283203e+00,4.094417572021484375e+00
6.021535396575927734e+00,3.759148120880126953e+00
4.584965705871582031e+00,2.966211557388305664e+00
2.954707145690917969e+00,4.741364002227783203e+00
2.808872699737548828e+00,3.894125938415527344e+00
2.219377517700195312e+00,2.906893491744995117e+00
4.365763187408447266e+00,2.615824222564697266e+00
4.653318405151367188e+00,3.878232479095458984e+00
2.566626071929931641e+00,3.949002504348754883e+00
3.992395639419555664e+00,2.347512960433959961e+00
4.162516117095947266e+00,2.722605466842651367e+00
3.543610572814941406e+00,3.406465768814086914e+00
5.629714012145996094e+00,3.609726667404174805e+00
5.987408161163330078e+00,4.398662090301513672e+00
4.291375160217285156e+00,2.476686954498291016e+00
